zipcode,latitude,longitude,city,longitude,zcta,population,population_density,county_name,area_sq_miles
12465,42.15278,-74.46725,Pine Hill,NY,TRUE,255,33.9,Ulster,2.903
12466,41.90671,-73.97826,Port Ewen,NY,TRUE,1981,742.7,Ulster,1.03
12468,42.29998,-74.41375,Prattsville,NY,TRUE,1329,8.8,Greene,58.104
12469,42.44521,-74.2421,Preston Hollow,NY,TRUE,798,9.3,Albany,32.996
12470,42.26932,-74.05515,Purling,NY,TRUE,618,19.9,Greene,11.985
12471,41.83799,-74.04195,Rifton,NY,TRUE,237,300,Ulster,0.305
12472,41.84732,-74.07447,Rosendale,NY,TRUE,1146,132.7,Ulster,3.334
12473,42.26157,-74.02827,Round Top,NY,TRUE,831,36.5,Greene,8.785
12474,42.29378,-74.58117,Roxbury,NY,TRUE,857,7,Delaware,47.252
12475,42.01397,-74.01332,Ruby,NY,TRUE,557,184.2,Ulster,1.168
12477,42.08528,-74.00028,Saugerties,NY,TRUE,19066,110.4,Ulster,66.701
12480,42.13803,-74.37683,Shandaken,NY,TRUE,510,6.3,Greene,31.279
12481,41.97519,-74.22718,Shokan,NY,TRUE,1247,37.7,Ulster,12.762
12482,42.26841,-73.95587,South Cairo,NY,TRUE,619,103,Greene,2.321
12483,41.66796,-74.44184,Spring Glen,NY,TRUE,45,14.1,Sullivan,1.228
12484,41.87024,-74.17338,Stone Ridge,NY,TRUE,3155,51.3,Ulster,23.729
12485,42.20507,-74.15288,Tannersville,NY,TRUE,1021,42.4,Greene,9.298
12486,41.83438,-74.06235,Tillson,NY,TRUE,1440,171.5,Ulster,3.241
12487,41.86095,-73.99555,Ulster Park,NY,TRUE,4035,95.4,Ulster,16.334
12489,41.75597,-74.35462,Wawarsing,NY,TRUE,93,10,Ulster,3.578
12490,42.12355,-73.9251,West Camp,NY,TRUE,0,0,Ulster,0.514
12491,41.96957,-74.13311,West Hurley,NY,TRUE,1981,77.2,Ulster,9.91
12492,42.18758,-74.33453,West Kill,NY,TRUE,298,2.8,Greene,41.057
12493,41.79316,-73.97283,West Park,NY,TRUE,526,39.3,Ulster,5.174
12494,41.94857,-74.30169,West Shokan,NY,TRUE,934,15.1,Ulster,23.856
12495,42.08264,-74.24563,Willow,NY,TRUE,277,14.2,Ulster,7.55
12496,42.32669,-74.27256,Windham,NY,TRUE,1164,10.4,Greene,43.261
12498,42.04772,-74.11007,Woodstock,NY,TRUE,4572,79.7,Ulster,22.159
12501,41.85664,-73.55953,Amenia,NY,TRUE,2476,29.5,Dutchess,32.358
12502,42.08324,-73.65409,Ancram,NY,TRUE,984,11.9,Columbia,31.983
12503,42.03615,-73.58139,Ancramdale,NY,TRUE,732,12.7,Columbia,22.225
12507,42.00735,-73.92126,Barrytown,NY,TRUE,227,59.4,Dutchess,1.476
12508,41.49637,-73.95351,Beacon,NY,TRUE,19566,523.6,Dutchess,14.429
12512,41.5542,-73.96471,Chelsea,NY,TRUE,194,281.9,Dutchess,0.266
12513,42.21661,-73.71639,Claverack,NY,TRUE,228,30.3,Columbia,2.91
12514,41.87137,-73.76274,Clinton Corners,NY,TRUE,3107,44,Dutchess,27.282
12515,41.68008,-74.06451,Clintondale,NY,TRUE,1492,132.8,Ulster,4.338
12516,42.10722,-73.55343,Copake,NY,TRUE,1925,36.3,Columbia,20.459
12517,42.13392,-73.51103,Copake Falls,NY,TRUE,187,15.1,Columbia,4.78
12518,41.41847,-74.03571,Cornwall,NY,TRUE,6114,296.6,Orange,7.958
12520,41.43362,-74.00693,Cornwall On Hudson,NY,TRUE,3081,287.6,Orange,4.136
12521,42.17071,-73.65164,Craryville,NY,TRUE,2056,24.7,Columbia,32.179
12522,41.72693,-73.58893,Dover Plains,NY,TRUE,4959,51.1,Dutchess,37.475
12523,42.08627,-73.75311,Elizaville,NY,TRUE,1908,33,Columbia,22.329
12524,41.53092,-73.89245,Fishkill,NY,TRUE,15026,346.2,Dutchess,16.705
12525,41.68115,-74.17751,Gardiner,NY,TRUE,2749,45,Ulster,23.598
12526,42.12236,-73.85938,Germantown,NY,TRUE,3548,42.3,Columbia,32.398
12527,41.51931,-73.93703,Glenham,NY,TRUE,40,88.6,Dutchess,0.174
12528,41.72273,-74.00477,Highland,NY,TRUE,13827,119,Ulster,44.877
12529,42.21335,-73.53802,Hillsdale,NY,TRUE,2410,13.7,Columbia,68.079
12530,42.20692,-73.68413,Hollowville,NY,TRUE,270,586,Columbia,0.178
12531,41.53689,-73.66917,Holmes,NY,TRUE,2337,51.8,Dutchess,17.432
12533,41.55925,-73.79401,Hopewell Junction,NY,TRUE,27325,215.9,Dutchess,48.902
12534,42.22434,-73.75427,Hudson,NY,TRUE,17176,74.9,Columbia,88.585
12538,41.79246,-73.89336,Hyde Park,NY,TRUE,14391,218,Dutchess,25.488
12540,41.67073,-73.72524,Lagrangeville,NY,TRUE,8856,96.9,Dutchess,35.294
12542,41.60772,-73.99666,Marlboro,NY,TRUE,5612,150.6,Ulster,14.391
12543,41.48602,-74.22354,Maybrook,NY,TRUE,3190,803.3,Orange,1.533
12544,42.26129,-73.66822,Mellenville,NY,TRUE,127,85.4,Columbia,0.574
12545,41.7914,-73.67251,Millbrook,NY,TRUE,4338,29.6,Dutchess,56.654
12546,41.96627,-73.53313,Millerton,NY,TRUE,2706,23,Dutchess,45.387
12547,41.65463,-73.98322,Milton,NY,TRUE,3144,131.4,Ulster,9.242
12548,41.66307,-74.10157,Modena,NY,TRUE,1064,105.6,Ulster,3.891
12549,41.52957,-74.25843,Montgomery,NY,TRUE,10745,107.1,Orange,38.749
12550,41.53671,-74.05196,Newburgh,NY,TRUE,55152,614.1,Orange,34.678
12553,41.46146,-74.07311,New Windsor,NY,TRUE,27384,437.5,Orange,24.166
12561,41.75602,-74.0958,New Paltz,NY,TRUE,19830,127.1,Ulster,60.252
12563,41.49417,-73.5891,Patterson,NY,TRUE,7304,120.1,Putnam,23.483
12564,41.57827,-73.5862,Pawling,NY,TRUE,7734,72.2,Dutchess,41.369
12565,42.24849,-73.64584,Philmont,NY,TRUE,1439,392.4,Columbia,1.416
12566,41.62223,-74.33256,Pine Bush,NY,TRUE,10269,71.1,Ulster,55.85
12567,41.98206,-73.65211,Pine Plains,NY,TRUE,2695,22.6,Dutchess,46.029
12569,41.7346,-73.79731,Pleasant Valley,NY,TRUE,9837,114,Dutchess,33.31
12570,41.62377,-73.66983,Poughquag,NY,TRUE,6698,130.2,Dutchess,19.859
12571,42.00663,-73.81152,Red Hook,NY,TRUE,10108,67.1,Dutchess,58.127
12572,41.92548,-73.8717,Rhinebeck,NY,TRUE,8869,67.1,Dutchess,51.039
12574,41.91764,-73.94566,Rhinecliff,NY,TRUE,619,466.8,Dutchess,0.512
12575,41.48514,-74.15714,Rock Tavern,NY,TRUE,1600,38.5,Orange,16.049
12577,41.42048,-74.11678,Salisbury Mills,NY,TRUE,1942,97.1,Orange,7.722
12578,41.80629,-73.79673,Salt Point,NY,TRUE,2249,60.2,Dutchess,14.44
12580,41.85348,-73.87302,Staatsburg,NY,TRUE,4542,79.1,Dutchess,22.179
12581,41.90625,-73.69374,Stanfordville,NY,TRUE,1914,19,Dutchess,38.986
12582,41.54693,-73.72919,Stormville,NY,TRUE,5786,157.8,Dutchess,14.154
12583,42.05625,-73.88014,Tivoli,NY,TRUE,1994,66,Dutchess,11.67
12585,41.72396,-73.7025,Verbank,NY,TRUE,1144,94.4,Dutchess,4.69
12586,41.5657,-74.17289,Walden,NY,TRUE,12971,210.8,Orange,23.754
12589,41.6278,-74.15875,Wallkill,NY,TRUE,18646,121,Ulster,59.457
12590,41.59559,-73.88774,Wappingers Falls,NY,TRUE,35712,396,Dutchess,34.829
12592,41.78601,-73.5528,Wassaic,NY,TRUE,1226,31.9,Dutchess,14.852
12594,41.66049,-73.56004,Wingdale,NY,TRUE,4222,70.7,Dutchess,23.057
12601,41.70602,-73.91119,Poughkeepsie,NY,TRUE,44164,933.1,Dutchess,18.264
12603,41.67816,-73.86744,Poughkeepsie,NY,TRUE,42304,512.4,Dutchess,31.878
12701,41.65125,-74.6982,Monticello,NY,TRUE,12197,77.2,Sullivan,61.038
12719,41.48431,-74.90543,Barryville,NY,TRUE,1339,30.5,Sullivan,16.968
12720,41.65794,-74.90029,Bethel,NY,TRUE,447,18.9,Sullivan,9.129
12721,41.56741,-74.42832,Bloomingburg,NY,TRUE,7359,115.2,Sullivan,24.669
12722,41.59042,-74.3748,Burlingham,NY,TRUE,0,0,Sullivan,0.309
12723,41.77809,-75.02751,Callicoon,NY,TRUE,1923,22.2,Sullivan,33.489
12724,41.85195,-74.93535,Callicoon Center,NY,TRUE,60,4.5,Sullivan,5.189
12725,41.95679,-74.54794,Claryville,NY,TRUE,403,2.2,Ulster,70.79
12726,41.69269,-74.96902,Cochecton,NY,TRUE,1168,13.7,Sullivan,33.003
12729,41.49411,-74.61582,Cuddebackville,NY,TRUE,1203,21,Orange,22.093
12732,41.56075,-74.87353,Eldred,NY,TRUE,776,11.3,Sullivan,26.566
12733,41.73378,-74.6102,Fallsburg,NY,TRUE,1865,194.1,Sullivan,3.71
12734,41.7354,-74.7531,Ferndale,NY,TRUE,950,26.1,Sullivan,14.059
12736,41.85327,-75.01917,Fremont Center,NY,TRUE,145,18.5,Sullivan,3.02
12737,41.50529,-74.79941,Glen Spey,NY,TRUE,1513,16.6,Sullivan,35.155
12738,41.66009,-74.59119,Glen Wild,NY,TRUE,423,79.3,Sullivan,2.058
12740,41.89499,-74.46616,Grahamsville,NY,TRUE,1732,9.3,Ulster,71.959
12741,41.84368,-75.07816,Hankins,NY,TRUE,222,9.3,Sullivan,9.202
12742,41.71796,-74.72108,Harris,NY,TRUE,253,43,Sullivan,2.273
12743,41.54065,-74.84687,Highland Lake,NY,TRUE,279,14.3,Sullivan,7.507
12745,41.78503,-75.02633,Hortonville,NY,TRUE,20,6.4,Sullivan,1.203
12746,41.44929,-74.65582,Huguenot,NY,TRUE,778,14.6,Orange,20.533
12747,41.76596,-74.65934,Hurleyville,NY,TRUE,2234,50.3,Sullivan,17.148
12748,41.77604,-74.91845,Jeffersonville,NY,TRUE,1518,24.9,Sullivan,23.557
12749,41.69149,-74.82768,Kauneonga Lake,NY,TRUE,419,74.7,Sullivan,2.167
12750,41.73595,-74.96382,Kenoza Lake,NY,TRUE,33,4.1,Sullivan,3.136
12751,41.69209,-74.66119,Kiamesha Lake,NY,TRUE,1407,209.4,Sullivan,2.595
12752,41.68278,-74.9905,Lake Huntington,NY,TRUE,309,77.3,Sullivan,1.543
12754,41.80004,-74.73643,Liberty,NY,TRUE,8296,113.2,Sullivan,28.285
12758,41.9428,-74.74942,Livingston Manor,NY,TRUE,4025,10.1,Sullivan,153.643
12759,41.78399,-74.65758,Loch Sheldrake,NY,TRUE,1619,158.5,Sullivan,3.944
12760,41.90063,-75.10559,Long Eddy,NY,TRUE,367,3.1,Delaware,45.402
12762,41.65582,-74.79462,Mongaup Valley,NY,TRUE,394,16.5,Sullivan,9.219
12763,41.68221,-74.52205,Mountain Dale,NY,TRUE,890,24.4,Sullivan,14.094
12764,41.59639,-74.98515,Narrowsburg,NY,TRUE,1861,11.9,Sullivan,60.627
12765,41.85265,-74.6281,Neversink,NY,TRUE,873,30.2,Sullivan,11.161
12766,41.81408,-74.97923,North Branch,NY,TRUE,535,22.1,Sullivan,9.354
12767,41.83504,-75.00284,Obernburg,NY,TRUE,156,29.5,Sullivan,2.04
12768,41.87157,-74.71507,Parksville,NY,TRUE,857,10,Sullivan,33.128
12769,41.65925,-74.47071,Phillipsport,NY,TRUE,325,29.7,Sullivan,4.219
12770,41.44681,-74.85028,Pond Eddy,NY,TRUE,145,16,Sullivan,3.509
12771,41.37394,-74.62429,Port Jervis,NY,TRUE,14049,156.9,Orange,34.568
12775,41.62266,-74.58232,Rock Hill,NY,TRUE,2623,74.4,Sullivan,13.605
12776,41.96486,-74.93197,Roscoe,NY,TRUE,2073,6.9,Delaware,115.556
12777,41.55172,-74.71067,Forestburgh,NY,TRUE,695,6,Sullivan,44.67
12778,41.66174,-74.8138,Smallwood,NY,TRUE,707,158.5,Sullivan,1.722
12779,41.69804,-74.62703,South Fallsburg,NY,TRUE,2205,126.7,Sullivan,6.721
12780,41.44514,-74.71989,Sparrow Bush,NY,TRUE,2346,36.7,Orange,24.666
12781,41.61448,-74.47208,Summitville,NY,TRUE,177,23.7,Sullivan,2.889
12783,41.74026,-74.83502,Swan Lake,NY,TRUE,1060,12.9,Sullivan,31.732
12784,41.66907,-74.61485,Thompsonville,NY,TRUE,0,0,Sullivan,1.234
12785,41.52429,-74.58051,Westbrookville,NY,TRUE,917,26.1,Sullivan,13.586
12786,41.64306,-74.85393,White Lake,NY,TRUE,610,13.7,Sullivan,17.157
12787,41.7931,-74.8365,White Sulphur Springs,NY,TRUE,192,29.2,Sullivan,2.54
12788,41.79552,-74.58846,Woodbourne,NY,TRUE,3037,52.9,Sullivan,22.165
12789,41.71374,-74.57233,Woodridge,NY,TRUE,2594,63,Sullivan,15.895
12790,41.5863,-74.51705,Wurtsboro,NY,TRUE,4537,34,Sullivan,51.451
12791,41.81126,-74.88692,Youngsville,NY,TRUE,763,81.4,Sullivan,3.62
12792,41.51447,-74.95172,Yulan,NY,TRUE,163,14.7,Sullivan,4.278
12801,43.31097,-73.64545,Glens Falls,NY,TRUE,14628,1490.3,Warren,3.772
12803,43.28891,-73.63024,South Glens Falls,NY,TRUE,9712,618.6,Saratoga,6.061
12804,43.3375,-73.68307,Queensbury,NY,TRUE,28208,199.2,Warren,54.374
12808,43.74782,-73.75393,Adirondack,NY,TRUE,284,7.7,Warren,14.306
12809,43.24097,-73.4624,Argyle,NY,TRUE,3669,27.1,Washington,52.229
12810,43.49862,-73.95217,Athol,NY,TRUE,471,4.2,Warren,43.292
12811,43.57502,-74.07508,Bakers Mills,NY,TRUE,181,2.2,Warren,31.603
12812,43.85731,-74.41213,Blue Mountain Lake,NY,TRUE,265,1.2,Hamilton,86.989
12814,43.6004,-73.63678,Bolton Landing,NY,TRUE,1168,10,Warren,45.04
12815,43.70161,-73.69459,Brant Lake,NY,TRUE,1140,9.6,Warren,45.841
12816,43.05085,-73.37829,Cambridge,NY,TRUE,4824,31.1,Washington,59.869
12817,43.63697,-73.82614,Chestertown,NY,TRUE,2168,16.3,Warren,51.256
12819,43.61144,-73.46315,Clemons,NY,TRUE,350,6.4,Washington,21.154
12820,43.46022,-73.64067,Cleverdale,NY,TRUE,10,30.1,Warren,0.128
12821,43.45866,-73.41332,Comstock,NY,TRUE,2124,146.9,Washington,5.583
12822,43.2407,-73.88959,Corinth,NY,TRUE,6284,35.8,Saratoga,67.845
12823,43.17945,-73.40628,Cossayuna,NY,TRUE,597,59.6,Washington,3.87
12824,43.5279,-73.71386,Diamond Point,NY,TRUE,1143,20.5,Warren,21.477
12827,43.44917,-73.51241,Fort Ann,NY,TRUE,3716,11.7,Washington,122.844
12828,43.25534,-73.56841,Fort Edward,NY,TRUE,9230,79,Washington,45.088
12831,43.19533,-73.68791,Gansevoort,NY,TRUE,18025,106.7,Saratoga,65.207
12832,43.36813,-73.31716,Granville,NY,TRUE,6153,30.1,Washington,79.045
12833,43.13866,-73.84355,Greenfield Center,NY,TRUE,5316,55,Saratoga,37.332
12834,43.09706,-73.50423,Greenwich,NY,TRUE,6039,27.6,Washington,84.58
12835,43.32496,-74.00589,Hadley,NY,TRUE,2708,10.3,Saratoga,101.159
12836,43.74994,-73.56816,Hague,NY,TRUE,498,4.4,Warren,43.537
12837,43.50842,-73.26651,Hampton,NY,TRUE,1021,28.4,Washington,13.888
12838,43.34354,-73.40756,Hartford,NY,TRUE,734,52.1,Washington,5.44
12839,43.34496,-73.55058,Hudson Falls,NY,TRUE,13541,168.5,Washington,31.019
12841,43.59919,-73.5165,Huletts Landing,NY,TRUE,74,1.3,Washington,21.364
12842,43.75058,-74.2746,Indian Lake,NY,TRUE,995,2.3,Hamilton,164.572
12843,43.5849,-73.97771,Johnsburg,NY,TRUE,461,5.5,Warren,32.295
12844,43.49423,-73.64081,Kattskill Bay,NY,TRUE,172,22,Warren,3.015
12845,43.42757,-73.70703,Lake George,NY,TRUE,4370,37.5,Warren,45.033
12846,43.34022,-73.80592,Lake Luzerne,NY,TRUE,3013,21.6,Warren,54.033
12847,43.98698,-74.59024,Long Lake,NY,TRUE,740,0.6,Hamilton,450.734
12849,43.44812,-73.2985,Middle Granville,NY,TRUE,371,55,Washington,2.605
12850,43.09886,-73.97941,Middle Grove,NY,TRUE,2537,24.1,Saratoga,40.718
12851,43.85171,-74.06211,Minerva,NY,TRUE,275,1.2,Essex,85.577
12852,43.99293,-74.13598,Newcomb,NY,TRUE,490,1,Essex,197.952
12853,43.68816,-73.99804,North Creek,NY,TRUE,1235,6,Warren,79.912
12854,43.45019,-73.32767,North Granville,NY,TRUE,86,319.3,Washington,0.104
12855,44.00121,-73.79762,North Hudson,NY,TRUE,208,0.4,Essex,179.501
12856,43.65531,-74.14625,North River,NY,TRUE,260,1.6,Warren,64.221
12857,43.84033,-73.93354,Olmstedville,NY,TRUE,606,3.4,Essex,68.382
12858,43.88899,-73.6703,Paradox,NY,TRUE,118,2.7,Essex,17.188
12859,43.16587,-73.90569,Porter Corners,NY,TRUE,1622,31.5,Saratoga,19.901
12860,43.72843,-73.80942,Pottersville,NY,TRUE,419,13.9,Warren,11.645
12861,43.74982,-73.41502,Putnam Station,NY,TRUE,501,6,Washington,32.073
12862,43.67419,-73.91878,Riparius,NY,TRUE,127,4.6,Warren,10.663
12863,43.06031,-73.93162,Rock City Falls,NY,TRUE,910,92.4,Saratoga,3.804
12864,43.72733,-74.3054,Sabael,NY,TRUE,8,14.6,Hamilton,0.211
12865,43.21225,-73.34191,Salem,NY,TRUE,3356,17.9,Washington,72.266
12866,43.07537,-73.7401,Saratoga Springs,NY,TRUE,40057,240.5,Saratoga,64.318
12870,43.83931,-73.7625,Schroon Lake,NY,TRUE,1756,6.9,Essex,98.44
12871,43.09249,-73.61196,Schuylerville,NY,TRUE,3813,52.7,Saratoga,27.922
12872,43.8839,-73.72309,Severance,NY,TRUE,22,7.9,Essex,1.082
12873,43.1185,-73.30682,Shushan,NY,TRUE,886,16.2,Washington,21.124
12874,43.69035,-73.54836,Silver Bay,NY,TRUE,205,3.7,Warren,21.256
12878,43.44217,-74.0479,Stony Creek,NY,TRUE,819,2.9,Warren,107.613
12883,43.85291,-73.50786,Ticonderoga,NY,TRUE,4744,21.7,Essex,84.59
12884,43.08855,-73.5921,Victory Mills,NY,TRUE,538,468.6,Saratoga,0.443
12885,43.52929,-73.83161,Warrensburg,NY,TRUE,4444,21.4,Warren,80.303
12886,43.63689,-73.92654,Wevertown,NY,TRUE,215,17.3,Warren,4.785
12887,43.54504,-73.37471,Whitehall,NY,TRUE,4691,20.2,Washington,89.697
12901,44.70842,-73.47465,Plattsburgh,NY,TRUE,31447,172,Clinton,70.602
12903,44.65698,-73.46306,Plattsburgh,NY,TRUE,1824,166.2,Clinton,4.238
12910,44.8546,-73.64593,Altona,NY,TRUE,1890,11.2,Clinton,64.93
12911,44.53464,-73.46687,Keeseville,NY,TRUE,41,10.1,Clinton,1.568
12912,44.46233,-73.74201,Au Sable Forks,NY,TRUE,1682,6.8,Clinton,95.736
12913,44.42627,-74.01562,Bloomingdale,NY,TRUE,989,12.5,Franklin,30.519
12914,44.93289,-74.6018,Bombay,NY,TRUE,711,9.1,Franklin,30.226
12915,44.8535,-74.035,Brainardsville,NY,TRUE,55,128,Franklin,0.166
12916,44.83572,-74.5145,Brushton,NY,TRUE,2143,20.2,Franklin,41.053
12917,44.92468,-74.17387,Burke,NY,TRUE,1221,10.5,Franklin,45.073
12918,44.68975,-73.67863,Cadyville,NY,TRUE,2412,21.9,Clinton,42.527
12919,44.96793,-73.45072,Champlain,NY,TRUE,2961,30.6,Clinton,37.412
12920,44.89332,-74.06016,Chateaugay,NY,TRUE,2624,12.7,Franklin,79.75
12921,44.89188,-73.43574,Chazy,NY,TRUE,2304,28,Clinton,31.722
12922,44.33381,-74.7827,Childwold,NY,TRUE,44,0.2,St. Lawrence,83.378
12923,44.94546,-73.95802,Churubusco,NY,TRUE,532,4.8,Clinton,42.628
12924,44.47589,-73.58751,Keeseville,NY,TRUE,333,45.3,Clinton,2.835
12926,44.95223,-74.32214,Constable,NY,TRUE,2371,19.3,Franklin,47.358
12927,44.2005,-74.81818,Cranberry Lake,NY,TRUE,318,1.1,St. Lawrence,115.334
12928,43.9539,-73.52898,Crown Point,NY,TRUE,1984,10.6,Essex,72.6
12929,44.71971,-73.71909,Dannemora,NY,TRUE,2684,831.6,Clinton,1.246
12930,44.72349,-74.5437,Dickinson Center,NY,TRUE,897,9.7,Franklin,35.861
12932,44.21222,-73.6082,Elizabethtown,NY,TRUE,1278,7,Essex,70.205
12933,44.89118,-73.84512,Ellenburg,NY,TRUE,7,98.8,Clinton,0.027
12934,44.84603,-73.87659,Ellenburg Center,NY,TRUE,1120,6.2,Clinton,69.863
12935,44.85709,-73.79461,Ellenburg Depot,NY,TRUE,1180,4.6,Clinton,98.715
12936,44.26869,-73.4029,Essex,NY,TRUE,691,6.5,Essex,40.852
12937,44.96176,-74.47807,Fort Covington,NY,TRUE,1300,14.6,Franklin,34.424
12939,44.43859,-74.16541,Gabriels,NY,TRUE,173,10.5,Franklin,6.391
12941,44.35147,-73.7126,Jay,NY,TRUE,1487,16.3,Essex,35.118
12942,44.26023,-73.79523,Keene,NY,TRUE,450,3.3,Essex,52.352
12943,44.13934,-73.82075,Keene Valley,NY,TRUE,260,1,Essex,103.183
12944,44.44585,-73.51193,Keeseville,NY,TRUE,3910,16.6,Essex,90.973
12945,44.33451,-74.23829,Lake Clear,NY,TRUE,391,4.5,Franklin,33.81
12946,44.23162,-73.98903,Lake Placid,NY,TRUE,4872,13.7,Essex,137.17
12950,44.32685,-73.57675,Lewis,NY,TRUE,628,4.7,Essex,51.629
12952,44.71181,-73.91362,Lyon Mountain,NY,TRUE,286,3.8,Clinton,29.329
12953,44.74198,-74.26347,Malone,NY,TRUE,12893,23.4,Franklin,212.674
12955,44.78934,-73.95855,Lyon Mountain,NY,TRUE,503,8.2,Clinton,23.609
12956,44.09301,-73.49628,Mineville,NY,TRUE,1271,52,Essex,9.436
12957,44.85353,-74.57706,Moira,NY,TRUE,1781,19.4,Franklin,35.376
12958,44.95661,-73.57419,Mooers,NY,TRUE,1827,19.9,Clinton,35.376
12959,44.96073,-73.7014,Mooers Forks,NY,TRUE,1627,14.7,Clinton,42.618
12960,44.02226,-73.54123,Moriah,NY,TRUE,1143,18,Essex,24.534
12961,44.06103,-73.57972,Moriah Center,NY,TRUE,22,0.6,Essex,15.113
12962,44.70642,-73.60141,Morrisonville,NY,TRUE,5654,57,Clinton,38.286
12964,44.13224,-73.63625,New Russia,NY,TRUE,73,0.9,Essex,31.975
12965,44.70587,-74.684,Nicholville,NY,TRUE,363,15,St. Lawrence,9.313
12966,44.79226,-74.41915,North Bangor,NY,TRUE,2656,12.1,Franklin,84.474
12967,44.76864,-74.65897,North Lawrence,NY,TRUE,1263,14.6,St. Lawrence,33.461
12969,44.71102,-74.0812,Owls Head,NY,TRUE,279,1,Franklin,110.989
12970,44.44949,-74.33222,Paul Smiths,NY,TRUE,1084,3.8,Franklin,109.016
12972,44.559,-73.56516,Peru,NY,TRUE,6895,34.9,Clinton,76.229
12973,44.30279,-74.59187,Piercefield,NY,TRUE,154,2,St. Lawrence,30.255
12974,44.05582,-73.46931,Port Henry,NY,TRUE,1617,91.8,Essex,6.804
12975,44.52977,-73.431,Port Kent,NY,TRUE,78,10.2,Essex,2.966
12976,44.50469,-74.20498,Rainbow Lake,NY,TRUE,137,1.9,Franklin,27.875
12977,44.29484,-74.09673,Ray Brook,NY,TRUE,1213,376.6,Essex,1.243
12978,44.6181,-73.79589,Redford,NY,TRUE,340,119.8,Clinton,1.096
12979,44.98926,-73.37213,Rouses Point,NY,TRUE,2465,229,Clinton,4.156
12980,44.57254,-74.50875,Saint Regis Falls,NY,TRUE,1075,1.7,Franklin,245.244
12981,44.62235,-73.84035,Saranac,NY,TRUE,2259,7.5,Clinton,116.837
12983,44.34627,-74.14243,Saranac Lake,NY,TRUE,7296,24.3,Franklin,115.764
12985,44.56413,-73.73395,Schuyler Falls,NY,TRUE,755,5.7,Clinton,50.99
12986,44.22279,-74.44056,Tupper Lake,NY,TRUE,5326,7.2,Franklin,286.551
12987,44.33948,-73.76386,Upper Jay,NY,TRUE,119,4.5,Essex,10.31
12989,44.53935,-74.06439,Vermontville,NY,TRUE,1110,3,Franklin,143.298
12992,44.81822,-73.51582,West Chazy,NY,TRUE,4615,27.1,Clinton,65.753
12993,44.19711,-73.48097,Westport,NY,TRUE,1926,11.5,Essex,64.637
12996,44.36129,-73.42129,Willsboro,NY,TRUE,1903,19.2,Essex,38.31
12997,44.3755,-73.84314,Wilmington,NY,TRUE,1251,7.4,Essex,65.224
12998,44.0879,-73.57584,Witherbee,NY,TRUE,399,20.7,Essex,7.447
13020,42.81646,-76.07458,Apulia Station,NY,TRUE,86,71,Onondaga,0.468
13021,42.91713,-76.5542,Auburn,NY,TRUE,37247,120.7,Cayuga,119.185
13026,42.75044,-76.65968,Aurora,NY,TRUE,1619,23.8,Cayuga,26.235
13027,43.16741,-76.36258,Baldwinsville,NY,TRUE,35088,202.3,Onondaga,66.97
13028,43.29226,-75.93107,Bernhards Bay,NY,TRUE,1162,26.5,Oswego,16.919
13029,43.2236,-76.14993,Brewerton,NY,TRUE,7725,169.1,Onondaga,17.642
13030,43.15962,-75.96052,Bridgeport,NY,TRUE,3635,124.4,Madison,11.281
13031,43.0448,-76.30775,Camillus,NY,TRUE,16285,258.7,Onondaga,24.31
13032,43.07793,-75.76275,Canastota,NY,TRUE,12850,60.1,Madison,82.543
13033,43.1852,-76.57044,Cato,NY,TRUE,3732,23.5,Cayuga,61.209
13034,42.91366,-76.69502,Cayuga,NY,TRUE,2029,32,Cayuga,24.481
13035,42.93828,-75.82551,Cazenovia,NY,TRUE,8428,43.3,Madison,75.182
13036,43.32268,-76.17402,Central Square,NY,TRUE,8616,72.2,Oswego,46.095
13037,43.06046,-75.86521,Chittenango,NY,TRUE,9607,87.2,Madison,42.521
13039,43.16678,-76.0654,Cicero,NY,TRUE,16951,277.8,Onondaga,23.562
13040,42.56033,-75.93029,Cincinnatus,NY,TRUE,2595,10,Cortland,99.777
13041,43.19079,-76.19711,Clay,NY,TRUE,12330,263.4,Onondaga,18.072
13042,43.26565,-75.85154,Cleveland,NY,TRUE,1960,22,Oneida,34.342
13044,43.2977,-75.99595,Constantia,NY,TRUE,2643,33.9,Oswego,30.077
13045,42.58692,-76.19029,Cortland,NY,TRUE,28361,101.5,Cortland,107.854
13051,42.88339,-75.91021,Delphi Falls,NY,TRUE,47,49.4,Onondaga,0.367
13052,42.72838,-75.86957,De Ruyter,NY,TRUE,1759,11.4,Madison,59.367
13053,42.47513,-76.26471,Dryden,NY,TRUE,4794,53.2,Tompkins,34.808
13054,43.16947,-75.66923,Durhamville,NY,TRUE,1334,22.2,Oneida,23.168
13057,43.09543,-76.04014,East Syracuse,NY,TRUE,14253,198.7,Onondaga,27.702
13060,43.02381,-76.41926,Elbridge,NY,TRUE,2725,65.1,Onondaga,16.158
13061,42.86493,-75.75173,Erieville,NY,TRUE,668,9.5,Madison,27.019
13062,42.48121,-76.38694,Etna,NY,TRUE,195,110.6,Tompkins,0.681
13063,42.84429,-75.98023,Fabius,NY,TRUE,1624,17.1,Onondaga,36.596
13065,42.81884,-76.81577,Fayette,NY,TRUE,80,35,Seneca,0.882
13066,43.03297,-76.00259,Fayetteville,NY,TRUE,12504,326.4,Onondaga,14.793
